prop_handle,enum_value,term_value,http_status,passed,notes
breed,Stabyhoun,Stabyhoun,200,True,
breed,Staffordshire Bull Terrier,Staffordshire Bull Terrier,200,True,
breed,Standard Schnauzer,Standard Schnauzer,200,True,
breed,Sussex Spaniel,Sussex Spaniel,200,True,
breed,Swedish Lapphund,Swedish Lapphund,200,True,
breed,Swedish Vallhund,Swedish Vallhund,200,True,
breed,Taiwan Dog,Taiwan Dog,200,True,
breed,Teddy Roosevelt Terrier,Teddy Roosevelt Terrier,200,True,
breed,Thai Ridgeback,Thai Ridgeback,200,True,
breed,Tibetan Mastiff,Tibetan Mastiff,200,True,
breed,Tibetan Spaniel,Tibetan Spaniel,200,True,
breed,Tibetan Terrier,Tibetan Terrier,200,True,
breed,Tornjak,Tornjak,200,True,
breed,Tosa,Tosa,200,True,
breed,Toy Fox Terrier,Toy Fox Terrier,200,True,
breed,Toy Poodle,Toy Poodle,200,True,
breed,Transylvanian Hound,Transylvanian Hound,200,True,
breed,Treeing Tennessee Brindle Coonhound,Treeing Tennessee Brindle Coonhound,200,True,
breed,Treeing Walker Coonhound,Treeing Walker Coonhound,200,True,
breed,Unknown,Unknown,200,True,
breed,Vizsla,Vizsla,200,True,
breed,Weimaraner,Weimaraner,200,True,
breed,Welsh Springer Spaniel,Welsh Springer Spaniel,200,True,
breed,Welsh Terrier,Welsh Terrier,200,True,
breed,West Highland White Terrier,West Highland White Terrier,200,True,
breed,Wetterhoun,Wetterhoun,200,True,
breed,Whippet,Whippet,200,True,
breed,Wire Fox Terrier,Wire Fox Terrier,200,True,
breed,Wirehaired Pointing Griffon,Wirehaired Pointing Griffon,200,True,
breed,Wirehaired Vizsla,Wirehaired Vizsla,200,True,
breed,Working Kelpie,Working Kelpie,200,True,
breed,Xoloitzcuintli,Xoloitzcuintli,200,True,
breed,Yakutian Laika,Yakutian Laika,200,True,
breed,Yorkshire Terrier,Yorkshire Terrier,200,True,
sex,Male,Male,200,True,
sex,Female,Female,200,True,
sex,Unknown,Unknown,200,True,
neutered_indicator,Yes,Yes,200,True,
neutered_indicator,No,No,200,True,
neutered_indicator,Unknown,Unknown,200,True,
disease_term,B Cell Lymphoma,B Cell Lymphoma,200,True,
disease_term,Bladder Cancer,Bladder Cancer,200,True,
disease_term,Diffuse Large B Cell Lymphoma,Diffuse Large B Cell Lymphoma,200,True,
disease_term,Fibrolipoma,Fibrolipoma,200,True,
disease_term,Glioma,Glioma,200,True,
disease_term,Healthy Control,Healthy Control,200,True,
disease_term,Hemangiosarcoma,Hemangiosarcoma,200,True,
disease_term,Histiocytic Sarcoma,Histiocytic Sarcoma,200,True,
disease_term,Lipoma,Lipoma,200,True,
disease_term,Lymphoma,Lymphoma,200,True,
disease_term,Mammary Cancer,Mammary Cancer,200,True,
disease_term,Mast Cell Tumor,Mast Cell Tumor,200,True,
disease_term,Melanoma,Melanoma,200,True,
disease_term,Osteosarcoma,Osteosarcoma,200,True,
disease_term,Pulmonary Neoplasms,Pulmonary Neoplasms,200,True,
disease_term,Soft Tissue Sarcoma,Soft Tissue Sarcoma,200,True,
