prop_handle,enum_value,description,model_handle,version_string,node_handle
site_of_resection_or_biopsy,Mammary Gland,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Mandible,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Masseter Muscle,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Maxilla,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Maxillary Sinus,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Meckel Diverticulum,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Median Nerve,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Mediastinal Lymph Node,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Mediastinum,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Medulla Oblongata,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Meibomian Gland,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Meninges,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Meniscus Lateralis,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Meniscus Medialis,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Mentum,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Mesencephalon,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Mesenteric Artery,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Mesenteric Lymph Node,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Mesentery,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Mesonephric Duct,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Mesonephros,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Mesovarium,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Metacarpal Bone,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Metatarsal Bone,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Middle Cranial Fossa,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Middle Ear,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Middle Lobe of the Right Lung,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Middle Third of the Esophagus,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Minor Salivary Gland,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Mons Pubis,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Mucosa of the Lip,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Mucosa of the Lower Lip,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Mucosa of the Upper Lip,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Muscle,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Musculus Latissimus Dorsi,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Myocardium,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Myometrium,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Nasal Bone,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Nasal Cartilage,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Nasal Cavity,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Nasal Septum,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Nasal Turbinate,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Nasolacrimal Duct,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Nasopharynx,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Neck Skin,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Nerve,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Nervous System,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Nipple,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Nose,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Nostril,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Obturator Lymph Node,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Obturator Nerve,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Occipital Bone,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Occipital Lobe,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Occipital Lymph Node,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Oculomotor Muscle,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Oculomotor Nerve,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Olfactory Nerve,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Omentum,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Optic Chiasm,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Optic Nerve,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Optic Tract,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Oral Cavity,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Orbit,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Oropharynx,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Other Specified Parts of Pancreas,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Outer Canthus,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Ovary,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Palate,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Palatine Tonsil,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Palmar Fascia,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Pancreas,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Pancreatic Duct,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Pancreatic Lymph Node,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Paraaortic Lymph Node,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Paraganglion,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Parametrium,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Paranasal Sinus,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Parasympathetic Nervous System,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Parathyroid Gland,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Paratracheal Lymph Node,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Parietal Bone,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Parietal Lobe,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Parietal Pleura,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Parotid Duct,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Parotid Gland,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Parotid Gland Lymph Node,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Patella,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Pectoral Lymph Node,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Pectoralis Major,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Pelvic Lymph Node,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Pelvis,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Penis,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Pericardium,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Perineum,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Peripheral Nerve,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Peritoneal Cavity,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Peritoneum,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Pharyngeal Tonsil,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Pharynx,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Pia Mater,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Pineal Gland,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Pituitary Gland,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Placenta,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Plantar Fascia,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Plantar Region,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Pleura,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Pons Varolii,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Popliteal Lymph Node,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Portal Lymph Node,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Postcricoid Region,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Posterior Cranial Fossa,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Posterior Mediastinum,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Posterior Wall of the Bladder,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Posterior Wall of the Hypopharynx,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Posterior Wall of the Nasopharynx,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Posterior Wall of the Oropharynx,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Posterior Wall of the Pharynx,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Preauricular Lymph Node,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Prostate Gland,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Prostatic Utricle,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Psoas Muscle,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Pubic Bone,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Pubic Symphysis,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Pulmonary,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Pulmonary Hilar Lymph Node,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Putamen,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Pylorus,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Pyriform Sinus,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Quadriceps Muscle of the Thigh,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Radial Artery,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Radial Nerve,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Radius Bone,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Rathke Pouch,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Rectosigmoid Colon,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Rectosigmoid Region,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Rectum,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Rectus Abdominis,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Renal,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Renal Artery,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Renal Calyx,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Renal Pelvis,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Reticuloendothelial System,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Retina,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Retromolar Trigone,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Retroperitoneal Lymph Node,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Retroperitoneum,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Retropharyngeal Lymph Node,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Round Ligament of the Uterus,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Sacral Bone,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Sacral Lymph Node,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Sacral Nerve,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Sacral Plexus,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Salivary Gland,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Scalene Lymph Node,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Scalp,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Scapula,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Sciatic Nerve,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Sclera,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Scrotum,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Sella Turcica,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Seminal Vesicle,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Shoulder,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
site_of_resection_or_biopsy,Shoulder Girdle,"The organ or part of the body resected or biopsied, as described by the topography codes of the International Classification of Diseases for Oncology, 3rd Edition (ICD-O-3).",,,
