prop_handle,enum_value,description,model_handle,version_string,node_handle
therapeutic_agents,Liarozole Fumarate,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Liarozole Hydrochloride,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Licartin,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Licorice,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lifastuzumab Vedotin,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lifileucel,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lifirafenib,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Light-activated AU-011,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Light-Emitting Oncolytic Vaccinia Virus GL-ONC1,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lilotomab,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,"Limonene, (+)-",Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,"Limonene, (+/-)-",Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Linifanib,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Linoleyl Carbonate-Paclitaxel,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Linperlisib,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Linrodostat,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Linsitinib,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lintuzumab,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Liothyronine I-131,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Liothyronine Sodium,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lipid Encapsulated Anti-PLK1 siRNA TKM-PLK1,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lipid Nanoparticle Encapsulated mRNAs Encoding Human IL-12A/IL-12B MEDI-1191,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lipid Nanoparticle Encapsulated OX40L mRNA-2416,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lipid Nanoparticle Encapsulating Glutathione S-transferase P siRNA NBF-006,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lipid Nanoparticle Encapsulating mRNAs Encoding Human OX40L/IL-23/IL-36gamma mRNA-2752,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Liposomal Bcl-2 Antisense Oligonucleotide BP1002,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Liposomal c-raf Antisense Oligonucleotide,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Liposomal Curcumin,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Liposomal Cytarabine,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Liposomal Daunorubicin Citrate,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Liposomal Docetaxel,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Liposomal Eribulin Mesylate,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Liposomal HPV-16 E6/E7 Multipeptide Vaccine PDS0101,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Liposomal Irinotecan,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Liposomal Mitoxantrone Hydrochloride,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Liposomal MUC1/PET-lipid A Vaccine ONT-10,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Liposomal NDDP,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Liposomal Rhenium Re 186,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Liposomal SN-38,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Liposomal Topotecan FF-10850,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Liposomal Vinorelbine,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Liposomal Vinorelbine Tartrate,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Liposome,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Liposome-encapsulated Daunorubicin-Cytarabine,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Liposome-Encapsulated Doxorubicin Citrate,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Liposome-encapsulated miR-34 Mimic MRX34,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Liposome-encapsulated OSI-7904,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Liposome-encapsulated RB94 Plasmid DNA Gene Therapy Agent SGT-94,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Liposome-encapsulated TAAs mRNA Vaccine W_ova1,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lirilumab,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lisavanbulin,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lisocabtagene Maraleucel,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Listeria monocytogenes-LLO-PSA Vaccine ADXS31-142,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Litronesib,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Live-attenuated Double-deleted Listeria monocytogenes Bacteria JNJ-64041809,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Live-Attenuated Listeria Encoding Human Mesothelin Vaccine CRS-207,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Live-attenuated Listeria monocytogenes-encoding EGFRvIII-NY-ESO-1 Vaccine ADU-623,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Liver X Receptor beta Agonist RGX-104,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lm-tLLO-neoantigens Vaccine ADXS-NEO,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,LMB-1 Immunotoxin,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,LMB-2 Immunotoxin,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,LMB-7 Immunotoxin,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,LMB-9 Immunotoxin,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,LmddA-LLO-chHER2 Fusion Protein-secreting Live-attenuated Listeria Cancer Vaccine ADXS31-164,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,LMP-2:340-349 Peptide Vaccine,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,LMP-2:419-427 Peptide Vaccine,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,LMP2-specific T Cell Receptor-transduced Autologous T-lymphocytes,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,LMP7 Inhibitor M3258,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lobaplatin,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lodapolimab,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lometrexol,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lometrexol Sodium,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lomustine,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lonafarnib,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Loncastuximab Tesirine,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Long Peptide Vaccine 7,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Long-acting Release Pasireotide,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lontucirev,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lorlatinib,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lorukafusp alfa,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lorvotuzumab Mertansine,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Losatuxizumab Vedotin,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Losoxantrone,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Losoxantrone Hydrochloride,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lovastatin,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,LOXL2 Inhibitor PAT-1251,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,LRP5 Antagonist BI 905681,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,LRP5/6 Antagonist BI 905677,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,LSD1 Inhibitor CC-90011,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,LSD1 Inhibitor GSK2879552,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,LSD1 Inhibitor IMG-7289,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,LSD1 Inhibitor RO7051790,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,LSD1 Inhibitor SYHA1807,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lucanthone,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lucatumumab,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lucitanib,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Luminespib,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Luminespib Mesylate,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lumretuzumab,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lung-targeted Immunomodulator QBKPN,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lupartumab Amadotin,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lurbinectedin,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lurtotecan,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lurtotecan Liposome,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lutetium Lu 177 Anti-CA19-9 Monoclonal Antibody 5B1,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lutetium Lu 177 DOTA-biotin,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lutetium Lu 177 DOTA-N3-CTT1403,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lutetium Lu 177 DOTA-Tetulomab,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lutetium Lu 177 Dotatate,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lutetium Lu 177 Lilotomab-satetraxetan,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lutetium Lu 177 Monoclonal Antibody CC49,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lutetium Lu 177 Monoclonal Antibody J591,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lutetium Lu 177 PP-F11N,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lutetium Lu 177 Satoreotide Tetraxetan,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lutetium Lu 177-DOTA-EB-TATE,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lutetium Lu 177-DTPA-omburtamab,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lutetium Lu 177-Edotreotide,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lutetium Lu 177-NeoB,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lutetium Lu 177-PSMA-617,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lutetium Lu-177 Capromab,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lutetium Lu-177 Girentuximab,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lutetium Lu-177 PSMA-R2,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lutetium Lu-177 Rituximab,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,LV.IL-2/B7.1-Transduced AML Blast Vaccine RFUSIN2-AML1,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lyophilized Black Raspberry Lozenge,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lyophilized Black Raspberry Saliva Substitute,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lysine-specific Demethylase 1 Inhibitor INCB059872,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Lyso-Thermosensitive Liposome Doxorubicin,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Maackia amurensis Seed Lectin,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Macimorelin,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Macitentan,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Macrocycle-bridged STING Agonist E7766,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Maekmoondong-tang,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mafosfamide,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MAGE-10.A2,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MAGE-A1-specific T Cell Receptor-transduced Autologous T-cells,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MAGE-A3 Multipeptide Vaccine GL-0817,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MAGE-A3 Peptide Vaccine,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MAGE-A3-specific Immunotherapeutic GSK 2132231A,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MAGE-A4-specific TCR Gene-transduced Autologous T Lymphocytes TBI-1201,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Magnesium Valproate,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Magrolimab,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MALT1 Inhibitor JNJ-67856633,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Manelimab,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mannosulfan,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mannosylerythritol Lipid,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mapatumumab,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Maraba Oncolytic Virus Expressing Mutant HPV E6/E7,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Marcellomycin,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MARCKS Protein Inhibitor BIO-11006,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Margetuximab,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Marimastat,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Marizomib,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Masitinib Mesylate,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Masoprocol,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MAT2A Inhibitor AG-270,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Matrix Metalloproteinase Inhibitor MMI270,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Matuzumab,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mavelertinib,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mavorixafor,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Maytansine,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MCL-1 Inhibitor ABBV-467,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MCL-1 Inhibitor AMG 176,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MCL-1 inhibitor AMG 397,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mcl-1 Inhibitor AZD5991,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mcl-1 Inhibitor MIK665,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MDM2 Antagonist ASTX295,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MDM2 Antagonist RO5045337,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MDM2 Antagonist RO6839921,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MDM2 Inhibitor AMG-232,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MDM2 Inhibitor AMGMDS3,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MDM2 Inhibitor BI 907828,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MDM2 Inhibitor KRT-232,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MDM2/MDMX Inhibitor ALRN-6924,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MDR Modulator CBT-1,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mechlorethamine,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mechlorethamine Hydrochloride,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mechlorethamine Hydrochloride Gel,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Medorubicin,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Medroxyprogesterone,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Medroxyprogesterone Acetate,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Megestrol Acetate,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MEK 1/2 Inhibitor AS703988/MSC2015103B,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MEK 1/2 Inhibitor FCN-159,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MEK Inhibitor AZD8330,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MEK Inhibitor CI-1040,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MEK inhibitor CS3006,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MEK Inhibitor GDC-0623,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MEK Inhibitor HL-085,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MEK Inhibitor PD0325901,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MEK Inhibitor RO4987655,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MEK Inhibitor SHR 7390,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MEK Inhibitor TAK-733,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MEK Inhibitor WX-554,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MEK-1/MEKK-1 Inhibitor E6201,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MEK/Aurora Kinase Inhibitor BI 847325,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Melanoma Monoclonal Antibody hIgG2A,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Melanoma TRP2 CTL Epitope Vaccine SCIB1,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Melapuldencel-T,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MELK Inhibitor OTS167,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Melphalan,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Melphalan Flufenamide,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Melphalan Hydrochloride,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Melphalan Hydrochloride/Sulfobutyl Ether Beta-Cyclodextrin Complex,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Membrane-Disrupting Peptide EP-100,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Menatetrenone,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Menin-MLL Interaction Inhibitor SNDX-5613,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Menogaril,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Merbarone,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mercaptopurine,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mercaptopurine Anhydrous,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mercaptopurine Oral Suspension,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Merestinib,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mesna,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mesothelin/CD3e Tri-specific T-cell Activating Construct HPN536,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MET Kinase Inhibitor OMO-1,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MET Tyrosine Kinase Inhibitor BMS-777607,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MET Tyrosine Kinase Inhibitor EMD 1204831,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MET Tyrosine Kinase Inhibitor PF-04217903,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MET Tyrosine Kinase Inhibitor SAR125844,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MET Tyrosine Kinase Inhibitor SGX523,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MET x MET Bispecific Antibody REGN5093,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Metamelfalan,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MetAP2 Inhibitor APL-1202,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,MetAP2 Inhibitor SDX-7320,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Metarrestin,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Metatinib Tromethamine,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Metformin,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Metformin Hydrochloride,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Methanol Extraction Residue of BCG,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Methazolamide,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Methionine Aminopeptidase 2 Inhibitor M8891,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Methionine Aminopeptidase 2 Inhibitor PPI-2458,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Methotrexate,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Methotrexate Sodium,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Methotrexate-E Therapeutic Implant,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Methotrexate-Encapsulating Autologous Tumor-Derived Microparticles,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Methoxsalen,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Methoxyamine,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Methoxyamine Hydrochloride,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Methyl-5-Aminolevulinate Hydrochloride Cream,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Methylcantharidimide,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Methylmercaptopurine Riboside,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Methylprednisolone,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Methylprednisolone Acetate,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Methylprednisolone Sodium Succinate,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Methylselenocysteine,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Methyltestosterone,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Metoprine,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mevociclib,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mezagitamab,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mibefradil,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Mibefradil Dihydrochloride,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Micellar Nanoparticle-encapsulated Epirubicin,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Micro Needle Array-Doxorubicin,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
therapeutic_agents,Microbiome GEN-001,Text identification of the individual agent(s) used as part of a treatment regimen.,,,
