prop_handle,enum_value,http_status,passed,notes
site_of_resection_or_biopsy,Nipple,200,True,
site_of_resection_or_biopsy,Nose,200,True,
site_of_resection_or_biopsy,Nostril,200,True,
site_of_resection_or_biopsy,Obturator Lymph Node,200,True,
site_of_resection_or_biopsy,Obturator Nerve,200,True,
site_of_resection_or_biopsy,Occipital Bone,200,True,
site_of_resection_or_biopsy,Occipital Lobe,200,True,
site_of_resection_or_biopsy,Occipital Lymph Node,200,True,
site_of_resection_or_biopsy,Oculomotor Muscle,200,True,
site_of_resection_or_biopsy,Oculomotor Nerve,200,True,
site_of_resection_or_biopsy,Olfactory Nerve,200,True,
site_of_resection_or_biopsy,Omentum,200,True,
site_of_resection_or_biopsy,Optic Chiasm,200,True,
site_of_resection_or_biopsy,Optic Nerve,200,True,
site_of_resection_or_biopsy,Optic Tract,200,True,
site_of_resection_or_biopsy,Oral Cavity,200,True,
site_of_resection_or_biopsy,Orbit,200,True,
site_of_resection_or_biopsy,Oropharynx,200,True,
site_of_resection_or_biopsy,Other Specified Parts of Pancreas,200,True,
site_of_resection_or_biopsy,Outer Canthus,200,True,
site_of_resection_or_biopsy,Ovary,200,True,
site_of_resection_or_biopsy,Palate,200,True,
site_of_resection_or_biopsy,Palatine Tonsil,200,True,
site_of_resection_or_biopsy,Palmar Fascia,200,True,
site_of_resection_or_biopsy,Pancreas,200,True,
site_of_resection_or_biopsy,Pancreatic Duct,200,True,
site_of_resection_or_biopsy,Pancreatic Lymph Node,200,True,
site_of_resection_or_biopsy,Paraaortic Lymph Node,200,True,
site_of_resection_or_biopsy,Paraganglion,200,True,
site_of_resection_or_biopsy,Parametrium,200,True,
site_of_resection_or_biopsy,Paranasal Sinus,200,True,
site_of_resection_or_biopsy,Parasympathetic Nervous System,200,True,
site_of_resection_or_biopsy,Parathyroid Gland,200,True,
site_of_resection_or_biopsy,Paratracheal Lymph Node,200,True,
site_of_resection_or_biopsy,Parietal Bone,200,True,
site_of_resection_or_biopsy,Parietal Lobe,200,True,
site_of_resection_or_biopsy,Parietal Pleura,200,True,
site_of_resection_or_biopsy,Parotid Duct,200,True,
site_of_resection_or_biopsy,Parotid Gland,200,True,
site_of_resection_or_biopsy,Parotid Gland Lymph Node,200,True,
site_of_resection_or_biopsy,Patella,200,True,
site_of_resection_or_biopsy,Pectoral Lymph Node,200,True,
site_of_resection_or_biopsy,Pectoralis Major,200,True,
site_of_resection_or_biopsy,Pelvic Lymph Node,200,True,
site_of_resection_or_biopsy,Pelvis,200,True,
site_of_resection_or_biopsy,Penis,200,True,
site_of_resection_or_biopsy,Pericardium,200,True,
site_of_resection_or_biopsy,Perineum,200,True,
site_of_resection_or_biopsy,Peripheral Nerve,200,True,
site_of_resection_or_biopsy,Peritoneal Cavity,200,True,
site_of_resection_or_biopsy,Peritoneum,200,True,
site_of_resection_or_biopsy,Pharyngeal Tonsil,200,True,
site_of_resection_or_biopsy,Pharynx,200,True,
site_of_resection_or_biopsy,Pia Mater,200,True,
site_of_resection_or_biopsy,Pineal Gland,200,True,
site_of_resection_or_biopsy,Pituitary Gland,200,True,
site_of_resection_or_biopsy,Placenta,200,True,
site_of_resection_or_biopsy,Plantar Fascia,200,True,
site_of_resection_or_biopsy,Plantar Region,200,True,
site_of_resection_or_biopsy,Pleura,200,True,
site_of_resection_or_biopsy,Pons Varolii,200,True,
site_of_resection_or_biopsy,Popliteal Lymph Node,200,True,
site_of_resection_or_biopsy,Portal Lymph Node,200,True,
site_of_resection_or_biopsy,Postcricoid Region,200,True,
site_of_resection_or_biopsy,Posterior Cranial Fossa,200,True,
site_of_resection_or_biopsy,Posterior Mediastinum,200,True,
site_of_resection_or_biopsy,Posterior Wall of the Bladder,200,True,
site_of_resection_or_biopsy,Posterior Wall of the Hypopharynx,200,True,
site_of_resection_or_biopsy,Posterior Wall of the Nasopharynx,200,True,
site_of_resection_or_biopsy,Posterior Wall of the Oropharynx,200,True,
site_of_resection_or_biopsy,Posterior Wall of the Pharynx,200,True,
site_of_resection_or_biopsy,Preauricular Lymph Node,200,True,
site_of_resection_or_biopsy,Prostate Gland,200,True,
site_of_resection_or_biopsy,Prostatic Utricle,200,True,
site_of_resection_or_biopsy,Psoas Muscle,200,True,
site_of_resection_or_biopsy,Pubic Bone,200,True,
site_of_resection_or_biopsy,Pubic Symphysis,200,True,
site_of_resection_or_biopsy,Pulmonary,200,True,
site_of_resection_or_biopsy,Pulmonary Hilar Lymph Node,200,True,
site_of_resection_or_biopsy,Putamen,200,True,
site_of_resection_or_biopsy,Pylorus,200,True,
site_of_resection_or_biopsy,Pyriform Sinus,200,True,
site_of_resection_or_biopsy,Quadriceps Muscle of the Thigh,200,True,
site_of_resection_or_biopsy,Radial Artery,200,True,
site_of_resection_or_biopsy,Radial Nerve,200,True,
site_of_resection_or_biopsy,Radius Bone,200,True,
site_of_resection_or_biopsy,Rathke Pouch,200,True,
site_of_resection_or_biopsy,Rectosigmoid Colon,200,True,
site_of_resection_or_biopsy,Rectosigmoid Region,200,True,
site_of_resection_or_biopsy,Rectum,200,True,
site_of_resection_or_biopsy,Rectus Abdominis,200,True,
site_of_resection_or_biopsy,Renal,200,True,
site_of_resection_or_biopsy,Renal Artery,200,True,
site_of_resection_or_biopsy,Renal Calyx,200,True,
site_of_resection_or_biopsy,Renal Pelvis,200,True,
site_of_resection_or_biopsy,Reticuloendothelial System,200,True,
site_of_resection_or_biopsy,Retina,200,True,
site_of_resection_or_biopsy,Retromolar Trigone,200,True,
site_of_resection_or_biopsy,Retroperitoneal Lymph Node,200,True,
site_of_resection_or_biopsy,Retroperitoneum,200,True,
site_of_resection_or_biopsy,Retropharyngeal Lymph Node,200,True,
site_of_resection_or_biopsy,Round Ligament of the Uterus,200,True,
site_of_resection_or_biopsy,Sacral Bone,200,True,
site_of_resection_or_biopsy,Sacral Lymph Node,200,True,
site_of_resection_or_biopsy,Sacral Nerve,200,True,
site_of_resection_or_biopsy,Sacral Plexus,200,True,
site_of_resection_or_biopsy,Salivary Gland,200,True,
site_of_resection_or_biopsy,Scalene Lymph Node,200,True,
site_of_resection_or_biopsy,Scalp,200,True,
site_of_resection_or_biopsy,Scapula,200,True,
site_of_resection_or_biopsy,Sciatic Nerve,200,True,
site_of_resection_or_biopsy,Sclera,200,True,
site_of_resection_or_biopsy,Scrotum,200,True,
site_of_resection_or_biopsy,Sella Turcica,200,True,
site_of_resection_or_biopsy,Seminal Vesicle,200,True,
site_of_resection_or_biopsy,Shoulder,200,True,
site_of_resection_or_biopsy,Shoulder Girdle,200,True,
site_of_resection_or_biopsy,Shoulder Joint,200,True,
site_of_resection_or_biopsy,Sigmoid Colon,200,True,
site_of_resection_or_biopsy,Skeletal Muscle Tissue,200,True,
site_of_resection_or_biopsy,Skin,200,True,
site_of_resection_or_biopsy,Skin Of The Axilla,200,True,
site_of_resection_or_biopsy,Skin of the Face,200,True,
site_of_resection_or_biopsy,Skin of the Lip,200,True,
site_of_resection_or_biopsy,Skin of the Lower Limb and Hip,200,True,
site_of_resection_or_biopsy,Skin of the Scalp and Neck,200,True,
site_of_resection_or_biopsy,Skin of the Trunk,200,True,
site_of_resection_or_biopsy,Skin of the Upper Limb and Shoulder,200,True,
site_of_resection_or_biopsy,Skull,200,True,
site_of_resection_or_biopsy,Skullcap,200,True,
site_of_resection_or_biopsy,Small Intestine,200,True,
site_of_resection_or_biopsy,Spermatic Cord,200,True,
site_of_resection_or_biopsy,Sphenoid Bone,200,True,
site_of_resection_or_biopsy,Sphenoid Sinus,200,True,
site_of_resection_or_biopsy,Sphincter of Oddi,200,True,
site_of_resection_or_biopsy,Spinal Cord,200,True,
site_of_resection_or_biopsy,Spinal Cord Dura Mater,200,True,
site_of_resection_or_biopsy,Spinal Meninges,200,True,
site_of_resection_or_biopsy,Spinal Nerve,200,True,
site_of_resection_or_biopsy,Spleen,200,True,
site_of_resection_or_biopsy,Splenic Flexure,200,True,
site_of_resection_or_biopsy,Splenic Hilar Lymph Node,200,True,
site_of_resection_or_biopsy,Sternocleidomastoid Muscle,200,True,
site_of_resection_or_biopsy,Sternocostal Joint,200,True,
site_of_resection_or_biopsy,Stomach,200,True,
site_of_resection_or_biopsy,Subclavian Artery,200,True,
site_of_resection_or_biopsy,Subcutis,200,True,
site_of_resection_or_biopsy,Subglottis,200,True,
site_of_resection_or_biopsy,Sublingual Lymph Node,200,True,
site_of_resection_or_biopsy,Sublingual Salivary Gland,200,True,
site_of_resection_or_biopsy,Submandibular Duct,200,True,
site_of_resection_or_biopsy,Submandibular Gland,200,True,
site_of_resection_or_biopsy,Submandibular Lymph Node,200,True,
site_of_resection_or_biopsy,Superior Vena Cava,200,True,
site_of_resection_or_biopsy,Superior Wall of the Nasopharynx,200,True,
site_of_resection_or_biopsy,Supraclavicular,200,True,
site_of_resection_or_biopsy,Supraclavicular Lymph Node,200,True,
site_of_resection_or_biopsy,Supraglottis,200,True,
site_of_resection_or_biopsy,Suprasellar Region,200,True,
site_of_resection_or_biopsy,Supratentorial Brain,200,True,
site_of_resection_or_biopsy,Sympathetic Nervous System,200,True,
site_of_resection_or_biopsy,Synovial Bursa,200,True,
site_of_resection_or_biopsy,Synovial Fluid,200,True,
site_of_resection_or_biopsy,Tail of the Pancreas,200,True,
site_of_resection_or_biopsy,Tarsal Bone,200,True,
site_of_resection_or_biopsy,Temporal Bone,200,True,
site_of_resection_or_biopsy,Temporal Lobe,200,True,
site_of_resection_or_biopsy,Tendon,200,True,
site_of_resection_or_biopsy,Tendon Sheath,200,True,
site_of_resection_or_biopsy,Tentorium Cerebelli,200,True,
site_of_resection_or_biopsy,Testis,200,True,
site_of_resection_or_biopsy,Thalamus,200,True,
site_of_resection_or_biopsy,Thigh,200,True,
site_of_resection_or_biopsy,Third Ventricle,200,True,
site_of_resection_or_biopsy,Thoracic Duct,200,True,
site_of_resection_or_biopsy,Thoracic Esophagus,200,True,
site_of_resection_or_biopsy,Thoracic Lymph Node,200,True,
site_of_resection_or_biopsy,Thorax,200,True,
site_of_resection_or_biopsy,Thymus Gland,200,True,
site_of_resection_or_biopsy,Thyroglossal Duct,200,True,
site_of_resection_or_biopsy,Thyroid Cartilage,200,True,
site_of_resection_or_biopsy,Thyroid Gland,200,True,
site_of_resection_or_biopsy,Tibia,200,True,
site_of_resection_or_biopsy,Toe,200,True,
site_of_resection_or_biopsy,Toenail,200,True,
site_of_resection_or_biopsy,Tongue,200,True,
site_of_resection_or_biopsy,Tonsillar Fossa,200,True,
site_of_resection_or_biopsy,Tonsillar Pillar,200,True,
site_of_resection_or_biopsy,Tooth Socket,200,True,
site_of_resection_or_biopsy,Trachea,200,True,
site_of_resection_or_biopsy,Tracheobronchial Lymph Node,200,True,
site_of_resection_or_biopsy,Tragus,200,True,
site_of_resection_or_biopsy,Transverse Colon,200,True,
site_of_resection_or_biopsy,Trapezius Muscle,200,True,
site_of_resection_or_biopsy,Triceps Brachii,200,True,
site_of_resection_or_biopsy,Trigeminal Nerve,200,True,
site_of_resection_or_biopsy,Trochlear Nerve,200,True,
site_of_resection_or_biopsy,True Vocal Cord,200,True,
site_of_resection_or_biopsy,Trunk,200,True,
site_of_resection_or_biopsy,Tunica Vaginalis,200,True,
site_of_resection_or_biopsy,Ulna,200,True,
site_of_resection_or_biopsy,Ulnar Artery,200,True,
site_of_resection_or_biopsy,Ulnar Nerve,200,True,
site_of_resection_or_biopsy,Umbilicus,200,True,
site_of_resection_or_biopsy,Uncus,200,True,
site_of_resection_or_biopsy,Undescended Testes,200,True,
site_of_resection_or_biopsy,Upper Extremity,200,True,
site_of_resection_or_biopsy,Upper Gingiva,200,True,
site_of_resection_or_biopsy,Upper Lobe of the Lung,200,True,
site_of_resection_or_biopsy,Upper Third of the Esophagus,200,True,
site_of_resection_or_biopsy,Upper-Inner Quadrant of the Breast,200,True,
site_of_resection_or_biopsy,Upper-Outer Quadrant of the Breast,200,True,
site_of_resection_or_biopsy,Urachus,200,True,
site_of_resection_or_biopsy,Ureter,200,True,
site_of_resection_or_biopsy,Ureteric Orifice,200,True,
site_of_resection_or_biopsy,Ureteropelvic Junction,200,True,
site_of_resection_or_biopsy,Urethra,200,True,
site_of_resection_or_biopsy,Uterine Gland,200,True,
site_of_resection_or_biopsy,Uterine Ligament,200,True,
site_of_resection_or_biopsy,Uterus,200,True,
site_of_resection_or_biopsy,Uvea,200,True,
site_of_resection_or_biopsy,Uvula,200,True,
site_of_resection_or_biopsy,Vagina,200,True,
site_of_resection_or_biopsy,Vaginal Fornix,200,True,
site_of_resection_or_biopsy,Vagus Nerve,200,True,
site_of_resection_or_biopsy,Vallecula,200,True,
site_of_resection_or_biopsy,Vas Deferens,200,True,
site_of_resection_or_biopsy,Vein,200,True,
site_of_resection_or_biopsy,Vena Cava,200,True,
site_of_resection_or_biopsy,Vermis,200,True,
site_of_resection_or_biopsy,Vertebra,200,True,
site_of_resection_or_biopsy,Vertebral Column,200,True,
site_of_resection_or_biopsy,Visceral Pleura,200,True,
site_of_resection_or_biopsy,Vocal Cord,200,True,
site_of_resection_or_biopsy,Vulva,200,True,
site_of_resection_or_biopsy,Waldeyer's Tonsillar Ring,200,True,
site_of_resection_or_biopsy,Wall of the Pharynx,200,True,
site_of_resection_or_biopsy,Wrist Joint,200,True,
site_of_resection_or_biopsy,Wrist Skin,200,True,
disease_type,Acinar Cell Neoplasms,200,True,
disease_type,Adenomas and Adenocarcinomas,200,True,
disease_type,Adnexal and Skin Appendage Neoplasms,200,True,
disease_type,Basal Cell Neoplasms,200,True,
disease_type,Blood Vessel Tumors,200,True,
disease_type,Complex Mixed and Stromal Neoplasms,200,True,
disease_type,"Cystic, Mucinous and Serous Neoplasms",200,True,
disease_type,Ductal and Lobular Neoplasms,200,True,
disease_type,"Epithelial Neoplasms, NOS",200,True,
disease_type,Fibroepithelial Neoplasms,200,True,
disease_type,Fibromatous Neoplasms,200,True,
disease_type,Germ Cell Neoplasms,200,True,
disease_type,Giant Cell Tumors,200,True,
disease_type,Gliomas,200,True,
disease_type,Granular Cell Tumors and Alveolar Soft Part Sarcomas,200,True,
disease_type,Immunoproliferative Diseases,200,True,
disease_type,Leukemias,200,True,
disease_type,Lipomatous Neoplasms,200,True,
disease_type,Lymphatic Vessel Tumors,200,True,
disease_type,Mast Cell Neoplasm,200,True,
disease_type,Meningiomas,200,True,
disease_type,Mesothelial Neoplasms,200,True,
disease_type,Miscellaneous Bone Tumors,200,True,
disease_type,Miscellaneous Tumors,200,True,
disease_type,Mucoepidermoid Neoplasms,200,True,
disease_type,Myelodysplastic Syndromes,200,True,
disease_type,Myomatous Neoplasms,200,True,
disease_type,Myxomatous Neoplasms,200,True,
disease_type,"Neoplasms, NOS",200,True,
disease_type,Nerve Sheath Tumors,200,True,
disease_type,Neuroepitheliomatous Neoplasms,200,True,
disease_type,Nevi and Melanomas,200,True,
disease_type,Not Applicable,200,True,
disease_type,Not Otherwise Specified,200,True,
disease_type,Not Reported,200,True,
disease_type,Odontogenic Tumors,200,True,
disease_type,Osseous and Chondromatous Neoplasms,200,True,
disease_type,Paragangliomas and Glomus Tumors,200,True,
disease_type,Plasma Cell Neoplasm,200,True,
disease_type,"Soft Tissue Tumors and Sarcomas, NOS",200,True,
disease_type,Squamous Cell Neoplasms,200,True,
disease_type,Synovial-like Neoplasms,200,True,
disease_type,Thymic Epithelial Neoplasms,200,True,
disease_type,Transitional Cell Papillomas and Carcinomas,200,True,
disease_type,Trophoblastic neoplasms,200,True,
disease_type,Unknown,200,True,
last_known_disease_status,Biochemical evidence of disease without structural correlate,200,True,
last_known_disease_status,Tumor Free,200,True,
last_known_disease_status,Unknown,200,True,
last_known_disease_status,With Tumor,200,True,
last_known_disease_status,Not Reported,200,True,
last_known_disease_status,Not Applicable,200,True,
last_known_disease_status,Not Allowed To Collect,200,True,
last_known_disease_status,Distant Metastasis,200,True,
last_known_disease_status,Localized Disease,200,True,
last_known_disease_status,Regional Disease,200,True,
last_known_disease_status,New Tumor Event,200,True,
primary_diagnosis,"Neurofibromatosis, NOS",200,True,
primary_diagnosis,Head and Neck Squamous Cell Carcinoma,200,True,
primary_diagnosis,"Astroblastoma, Other, Other CNS Tumor, NOS Or NEC",200,True,
primary_diagnosis,Medulloblastoma; Hypercellular Lesion With Marked Atypia,200,True,
primary_diagnosis,"Ependymoma, NOS, Posterior Fossa Ependymoma, NOS Or NEC",200,True,
primary_diagnosis,"Neoplasm, Uncertain Whether Benign Or Malignant, Dysembryoplastic Neuroepithelial Tumor, Glioneuronal And Neuronal Tumors",200,True,
primary_diagnosis,"Neuroma, NOS",200,True,
primary_diagnosis,"Precursor Cell Lymphoblastic Leukemia, NOS",200,True,
primary_diagnosis,"Hypercellular Neuroepithelial Tumor With Some Features Of Glioma, Possibly High Grade",200,True,
primary_diagnosis,"Acute Leukemia, NOS",200,True,
primary_diagnosis,"Oligoastrocytoma, NOS, Glioneuronal And Neuronal Tumors, Papillary Glioneuronal Tumor",200,True,
primary_diagnosis,High-grade serous carcinoma,200,True,
primary_diagnosis,"Myeloid Leukemia, NOS",200,True,
primary_diagnosis,"Choriocarcinoma, NOS",200,True,
primary_diagnosis,"Embryonal Carcinoma, NOS, Embryonal Tumor With Multilayered Rosettes, C19MC Altered, Other CNS Embryonal Tumors",200,True,
primary_diagnosis,"Giant Cell Tumor Of Bone, NOS",200,True,
primary_diagnosis,"Adenocarcinoma, Intestinal Type",200,True,
primary_diagnosis,Not Specified In Data,200,True,
primary_diagnosis,"Neoplasm, Uncertain Whether Benign Or Malignant, Choroid Plexus Tumors, Choroid Plexus Papilloma",200,True,
primary_diagnosis,Ductal Carcinoma NOS,200,True,
primary_diagnosis,"Renal Cell Carcinoma, NOS",200,True,
primary_diagnosis,B Lymphoblastic Leukemia/Lymphoma With T(1;19)(Q23;P13.3); E2A-PBX1 (TCF3-PBX1),200,True,
primary_diagnosis,"Myelodysplastic Syndrome, NOS",200,True,
primary_diagnosis,Low Grade Fibromyxoid Sarcoma,200,True,
primary_diagnosis,Benign Cystic Nephroma,200,True,
primary_diagnosis,Glial Neoplasm,200,True,
primary_diagnosis,"Papillary Adenocarcinoma, NOS",200,True,
primary_diagnosis,Telangiectatic Osteosarcoma,200,True,
primary_diagnosis,"Ganglioglioma, NOS, Malignant Peripheral Nerve Sheath Tumor, NOS",200,True,
primary_diagnosis,Central Neurocytoma,200,True,
primary_diagnosis,"Giant Cell Tumor Of Soft Parts, NOS",200,True,
primary_diagnosis,"Giant Cell Tumor Of Bone, Malignant",200,True,
primary_diagnosis,"Sertoli-Leydig Cell Tumor, Poorly Differentiated",200,True,
primary_diagnosis,"Glioma, Malignant, Dysembryoplastic Neuroepithelial Tumor, Glioneuronal And Neuronal Tumors",200,True,
primary_diagnosis,Acute Megakaryoblastic Leukemia,200,True,
primary_diagnosis,"Germinoma, CNS Germ Cell Tumors, CNS Non-Germinomatous Germ Cell Tumor",200,True,
primary_diagnosis,"Dysembryoplastic Neuroepithelial Tumor With Adjacent Cortical Dysplasia, WHO Grade 1",200,True,
primary_diagnosis,"Supratentorial Ependymoma, NOS",200,True,
primary_diagnosis,Myxoid Liposarcoma,200,True,
primary_diagnosis,Acute Lymphoblastic Leukemia,200,True,
primary_diagnosis,Combined Small Cell-Squamous Cell Carcinoma,200,True,
primary_diagnosis,High Grade Spindle Cell Sarcoma,200,True,
primary_diagnosis,"Medulloblastoma, Group 3 Subtype (WHO Grade 4)",200,True,
primary_diagnosis,Acute Monocytic Leukemia,200,True,
primary_diagnosis,"Neoplasm, NOS",200,True,
primary_diagnosis,"Retinoblastoma, Grade 3",200,True,
primary_diagnosis,"Yolk Sac Tumor, NOS, CNS Germ Cell Tumors, CNS Non-Germinomatous Germ Cell Tumor",200,True,
primary_diagnosis,"Myofibroblastic Tumor, NOS",200,True,
primary_diagnosis,"Sex Cord-Gonadal Stromal Tumor, Mixed Forms",200,True,
primary_diagnosis,Adamantinomatous Craniopharyngioma,200,True,
primary_diagnosis,Mesoblastic Nephroma,200,True,
primary_diagnosis,"Dysembryoplastic Neuroepithelial Tumor, Low-Grade Glioma, Polymorphous Low-Grade Neuroepithelial Tumor Of The Young",200,True,
primary_diagnosis,"Astrocytoma, NOS, High-Grade Glioma, Infant-Type Hemispheric Glioma",200,True,
primary_diagnosis,"Rhabdomyosarcoma, NOS",200,True,
primary_diagnosis,"Mucinous Adenocarcinoma, Endocervical Type",200,True,
primary_diagnosis,"Neoplasm, Uncertain Whether Benign Or Malignant, Medulloblastoma, Medulloblastoma, Non-WNT/Non-SHH",200,True,
primary_diagnosis,"Ganglioglioma, NOS, Glioneuronal And Neuronal Tumors",200,True,
primary_diagnosis,Dermoid Cyst,200,True,
primary_diagnosis,Adenocarcinoma Combined With Other Types Of Carcinoma,200,True,
primary_diagnosis,"Precursor Cell Lymphoblastic Lymphoma, NOS",200,True,
primary_diagnosis,"Posterior Fossa Ependymoma, CNS WHO Grade 2",200,True,
primary_diagnosis,"Pituitary Adenoma, NOS",200,True,
primary_diagnosis,"Neoplasm, Malignant, CNS Germ Cell Tumors, CNS Non-Germinomatous Germ Cell Tumor",200,True,
primary_diagnosis,"Sex Cord-Gonadal Stromal Tumor, Incompletely Differentiated",200,True,
primary_diagnosis,High Grade Follicular Derived Thyroid Carcinoma,200,True,
primary_diagnosis,Desmoplastic Fibroma,200,True,
primary_diagnosis,Perineuroma,200,True,
primary_diagnosis,"Diffuse Midline Glioma, H3K27M-Mutant, CNS WHO Grade 4",200,True,
primary_diagnosis,Ganglioglioma,200,True,
primary_diagnosis,Pancreatobiliary-Type Carcinoma,200,True,
primary_diagnosis,Paratesticular Rhabdomyosarcoma With Diffuse Anaplasia,200,True,
primary_diagnosis,Hemangioblastoma,200,True,
primary_diagnosis,Colorectal Carcinoma,200,True,
primary_diagnosis,Acute Myelomonocytic Leukemia,200,True,
primary_diagnosis,"Diffuse Midline Glioma, H3 K27-Altered",200,True,
primary_diagnosis,T-Lymphoblastic Lymphoma,200,True,
primary_diagnosis,"Lymphangioma, NOS",200,True,
primary_diagnosis,"Neoplasm, Benign",200,True,
primary_diagnosis,Papillary Intralymphatic Angioendothelioma,200,True,
primary_diagnosis,"Ependymoma, NOS, Supratentorial Ependymoma, ZFTA Fusion-Positive",200,True,
primary_diagnosis,Unclassified Sarcoma With Round Cell Morphology,200,True,
primary_diagnosis,Glioma,200,True,
primary_diagnosis,"Medulloblastoma, Classic (Biphasic) Histologic Type, Non-SHH/Non-WNT Molecular Group, CNS WHO Grade 4",200,True,
primary_diagnosis,Soft Tissue Sarcoma,200,True,
primary_diagnosis,Xanthogranuloma,200,True,
primary_diagnosis,"Neoplasm, Malignant, Diffuse Midline Glioma, H3 K27-Altered, High-Grade Glioma",200,True,
primary_diagnosis,"Bronchio-Alveolar Carcinoma, Mucinous",200,True,
primary_diagnosis,"Hepatocellular Carcinoma, Fibrolamellar",200,True,
primary_diagnosis,"Pancreatic Neuroendocrine Tumor, Nonfunctioning",200,True,
primary_diagnosis,Myxopapillary Ependymoma,200,True,
primary_diagnosis,"Chondrosarcoma, NOS",200,True,
primary_diagnosis,Favor Ganglioglioma,200,True,
primary_diagnosis,Papillary Tumor Of Pineal Region,200,True,
primary_diagnosis,Acute Myeloid Leukemia With Mutated NPM1,200,True,
primary_diagnosis,"Epithelioid Hemangioendothelioma, NOS",200,True,
primary_diagnosis,"Neuroblastoma, NOS",200,True,
primary_diagnosis,Chondroid Chordoma,200,True,
primary_diagnosis,Infiltrating Duct And Lobular Carcinoma,200,True,
primary_diagnosis,Mitotically Active Glial/ Glioneuronal Neoplasm,200,True,
primary_diagnosis,"Neoplasm, Uncertain Whether Benign Or Malignant, Medulloblastoma, Medulloblastoma, NOS Or NEC",200,True,
primary_diagnosis,CPNET,200,True,
primary_diagnosis,"Mycosis Fungoides, Langerhans Cell Histiocytosis, NOS",200,True,
primary_diagnosis,T-Lymphoblastic Leukemia,200,True,
primary_diagnosis,"Medulloblastoma, NOS, Medulloblastoma, Non-WNT/Non-SHH",200,True,
primary_diagnosis,"Clear Cell Meningioma, Meningioma, Other",200,True,
primary_diagnosis,Ameloblastic Carcinosarcoma,200,True,
primary_diagnosis,"Dysembryoplastic Neuroepithelial Tumor, Glioneuronal And Neuronal Tumors",200,True,
primary_diagnosis,Meningothelial Meningioma,200,True,
primary_diagnosis,Epithelioid Cell Melanoma,200,True,
primary_diagnosis,Prostate Cancer,200,True,
primary_diagnosis,"Paraganglioma, Malignant",200,True,
primary_diagnosis,Small Cell Sarcoma,200,True,
primary_diagnosis,"Cystosarcoma Phyllodes, NOS",200,True,
primary_diagnosis,"Seminoma, NOS",200,True,
primary_diagnosis,"Yolk Sac Tumor, NOS",200,True,
primary_diagnosis,Intraductal Carcinoma NOS,200,True,
primary_diagnosis,"Adenocarcinoma, Endocervical Type",200,True,
primary_diagnosis,"Neurofibroma, NOS",200,True,
primary_diagnosis,"Astroblastoma, Astroblastoma, MN1-Altered, High-Grade Glioma",200,True,
primary_diagnosis,"Meningothelial Meningioma, Grade 1",200,True,
primary_diagnosis,"Neoplasm, Uncertain Whether Benign Or Malignant, Ependymoma, Supratentorial Ependymoma, NOS Or NEC",200,True,
primary_diagnosis,Unknown,200,True,
primary_diagnosis,"Neoplasm, Uncertain Whether Benign Or Malignant, CNS Sarcoma, Ewing Sarcoma",200,True,
primary_diagnosis,"Glioma, Malignant, Diffuse Hemispheric Glioma, H3 G34-Mutant, High-Grade Glioma",200,True,
primary_diagnosis,"Endometrioid Adenocarcinoma, NOS",200,True,
primary_diagnosis,Pancreas-Adenocarcinoma Ductal Type,200,True,
primary_diagnosis,"Giant Cell Glioblastoma, Glioblastoma, IDH-Wildtype, High-Grade Glioma",200,True,
primary_diagnosis,Angiomyosarcoma,200,True,
primary_diagnosis,Carcinoid Tumor,200,True,
primary_diagnosis,Adenosquamous Carcinoma,200,True,
primary_diagnosis,Metastatic Neuroblastoma,200,True,
primary_diagnosis,Clear Cell Sarcoma Of Kidney,200,True,
primary_diagnosis,Infiltrating Duct Mixed With Other Types Of Carcinoma,200,True,
primary_diagnosis,"Neoplasm, Uncertain Whether Benign Or Malignant, Diffuse Midline Glioma, H3 K27-Altered, High-Grade Glioma",200,True,
primary_diagnosis,"Embryonal Carcinoma, NOS, Ependymoma, Supratentorial Ependymoma, NOS Or NEC",200,True,
primary_diagnosis,"Neoplasm, Uncertain Whether Benign Or Malignant, CNS Germ Cell Tumors, CNS Germinoma",200,True,
primary_diagnosis,"Astrocytoma, NOS, Low-Grade Glioma, Pleomorphic Xanthoastrocytoma",200,True,
primary_diagnosis,Low Cumulative Sun Damage Melanoma,200,True,
primary_diagnosis,Supratentorial Ependymoma,200,True,
primary_diagnosis,"Ossifying Fibromyxoid Tumor, NOS",200,True,
primary_diagnosis,"Diffuse Large B-Cell Lymphoma, NOS",200,True,
primary_diagnosis,Adenocarcinoma With Neuroendocrine Differentiation,200,True,
primary_diagnosis,Atypical Meningioma,200,True,
primary_diagnosis,Pineoblastoma,200,True,
primary_diagnosis,"Chronic Myeloid Leukemia, NOS",200,True,
primary_diagnosis,Atypical Choroid Plexus Papilloma,200,True,
primary_diagnosis,"Ependymoma, NOS, Posterior Fossa Ependymoma, Group PFB",200,True,
primary_diagnosis,"Pleomorphic Xanthoastrocytoma, NOS, High-Grade Glioma",200,True,
primary_diagnosis,Oxyphilic Adenocarcinoma,200,True,
primary_diagnosis,"Favor Pilocytic Astrocytoma, CNS WHO Grade 1",200,True,
primary_diagnosis,"Poorly Differentiated, Intermediate Mitotic-Karyorrhectic Index",200,True,
primary_diagnosis,Clear Cell Meningioma,200,True,
primary_diagnosis,"Medulloblastoma, Classic Histologic Type, CNS WHO Grade 4",200,True,
